dealership_name,website_url,contact_name,contact_title,contact_email,contact_phone,city,state,oem_brand,dealer_group,estimated_vehicles_sold,current_crm,current_dms,current_credit_provider,source,notes,confidence_score
BMW of New London,,,,,,,CT,BMW,,,,,,Browserbase_OEM_BMW,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
BMW of Bridgeport,,,,,,,CT,BMW,,,,,,Browserbase_OEM_BMW,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
BMW of Lenox,,,,,,,CT,BMW,,,,,,Browserbase_OEM_BMW,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
BMW of Ridgefield,,,,,,,CT,BMW,,,,,,Browserbase_OEM_BMW,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
BMW of Warwick,,,,,,,CT,BMW,,,,,,Browserbase_OEM_BMW,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
BMW of Southampton,,,,,,,CT,BMW,,,,,,Browserbase_OEM_BMW,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Continental BMW of Darien,,,,,,,CT,BMW,,,,,,Browserbase_OEM_BMW,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Competition BMW of Smithtown,,,,,,,CT,BMW,,,,,,Browserbase_OEM_BMW,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Habberstad BMW,,,,,,,CT,BMW,,,,,,Browserbase_OEM_BMW,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
BMW of Greenwich,,,,,,,CT,BMW,,,,,,Browserbase_OEM_BMW,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
BMW of Bay Shore,,,,,,,CT,BMW,,,,,,Browserbase_OEM_BMW,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
BMW of Westchester,,,,,,,CT,BMW,,,,,,Browserbase_OEM_BMW,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Rallye BMW,,,,,,,CT,BMW,,,,,,Browserbase_OEM_BMW,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
BMW of Tenafly,,,,,,,CT,BMW,,,,,,Browserbase_OEM_BMW,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Wide World BMW,,,,,,,CT,BMW,,,,,,Browserbase_OEM_BMW,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
BMW of Freeport,,,,,,,CT,BMW,,,,,,Browserbase_OEM_BMW,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Park Avenue BMW,,,,,,,CT,BMW,,,,,,Browserbase_OEM_BMW,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
SUV Models | Electric Models | Inside Audi,,,,,,,NY,Audi,,,,,,Browserbase_OEM_Audi,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
SUV Models | Electric Models | Inside Audi,,,,,,,MA,Audi,,,,,,Browserbase_OEM_Audi,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
SUV Models | Electric Models | Inside Audi,,,,,,,CT,Audi,,,,,,Browserbase_OEM_Audi,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
SUV Models | Electric Models | Inside Audi,,,,,,,RI,Audi,,,,,,Browserbase_OEM_Audi,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Price Toyota,,,,,,,DE,Toyota,,,,,,Browserbase_OEM_Toyota,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
DARCARS Toyota of Baltimore,,,,,,,MD,Toyota,,,,,,Browserbase_OEM_Toyota,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Waldorf Toyota,,,,,,,MD,Toyota,,,,,,Browserbase_OEM_Toyota,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Koons Toyota Annapolis,,,,,,,MD,Toyota,,,,,,Browserbase_OEM_Toyota,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Ardmore Toyota,,,,,,,PA,Toyota,,,,,,Browserbase_OEM_Toyota,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Rohrich Toyota,,,,,,,PA,Toyota,,,,,,Browserbase_OEM_Toyota,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Heritage Toyota,,,,,,,VT,Toyota,,,,,,Browserbase_OEM_Toyota,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Toyota of Greenfield,,,,,,,VT,Toyota,,,,,,Browserbase_OEM_Toyota,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
s Toyota Ford,,,,,,,VT,Toyota,,,,,,Browserbase_OEM_Toyota,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Ira Toyota of Manchester,,,,,,,NH,Toyota,,,,,,Browserbase_OEM_Toyota,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Berlin City Toyota of Portland,,,,,,,ME,Toyota,,,,,,Browserbase_OEM_Toyota,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Down East Toyota,,,,,,,ME,Toyota,,,,,,Browserbase_OEM_Toyota,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Dealers near 19901,https://www.pricehonda.com/,,,,,Dover,DE,Honda,,,,,,Browserbase_OEM_Honda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",85
Dealers near 19801,https://www.unionparkhonda.com/,,,,,Wilmington,DE,Honda,,,,,,Browserbase_OEM_Honda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",85
Dealers near 21201,https://www.norrishonda.com/,,,,,Dundalk,MD,Honda,,,,,,Browserbase_OEM_Honda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",85
Dealers near 20601,https://www.waldorfhonda.com/,,,,,Waldorf,MD,Honda,,,,,,Browserbase_OEM_Honda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",85
Dealers near 21401,https://www.hondaofannapolis.com/,,,,,Annapolis,MD,Honda,,,,,,Browserbase_OEM_Honda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",85
Dealers near 19101,https://www.piazzahondaphiladelphia.com/,,,,,Philadelphia,PA,Honda,,,,,,Browserbase_OEM_Honda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",85
Dealers near 15201,https://www.rohrichhonda.com/,,,,,Pittsburgh,PA,Honda,,,,,,Browserbase_OEM_Honda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",85
Dealers near 18101,https://www.lehighvalleyhonda.com/,,,,,Emmaus,PA,Honda,,,,,,Browserbase_OEM_Honda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",85
"Search by location to see all dealers in your area, or by name to find a specific dealer.",,,,,,,VT,Honda,,,,,,Browserbase_OEM_Honda,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Dealers near 05301,http://www.lundgrenhondaofgreenfield.com/,,,,,Greenfield,MA,Honda,,,,,,Browserbase_OEM_Honda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",85
Dealers near 03101,https://www.autofairhonda.com/,,,,,Manchester,NH,Honda,,,,,,Browserbase_OEM_Honda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",85
Dealers near 03301,http://www.grapponehonda.com/,,,,,Bow,NH,Honda,,,,,,Browserbase_OEM_Honda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",85
Dealers near 04101,http://www.berlincityhondame.com/,,,,,Portland,ME,Honda,,,,,,Browserbase_OEM_Honda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",85
Dealers near 04401,https://www.darlingshonda.com/,,,,,Bangor,ME,Honda,,,,,,Browserbase_OEM_Honda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",85
Hertrich Ford of Milford,,,,,,,DE,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
88 mi |  Make My Dealer | 1427 Bay Road Milford,,,,,,,DE,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Willis Ford,,,,,,,DE,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Ford makes no warranties,,,,,,,DE,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Ford reserves the right to change product specifications,,,,,,,DE,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
An activated vehicle modem and the Ford app,,,,,,,DE,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Contact your local Ford,,,,,,,DE,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Ford Licensed Accessories,,,,,,,DE,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Contact your Ford,,,,,,,DE,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
or from Ford Racing,,,,,,,DE,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
please contact the Ford Racing Techline at,,,,,,,DE,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Bayshore Ford Truck Sales Inc,,,,,,,DE,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Carman Ford,,,,,,,DE,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Garnet Ford Inc,,,,,,,DE,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Breneman Ford,,,,,,,DE,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Norris Ford,,,,,,,MD,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Koons Ford Baltimore,,,,,,,MD,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Bob Bell Ford,,,,,,,MD,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Bob Davidson Ford,,,,,,,MD,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
s White Marsh Ford LLC,,,,,,,MD,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Ford makes no warranties,,,,,,,MD,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Ford reserves the right to change product specifications,,,,,,,MD,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
An activated vehicle modem and the Ford app,,,,,,,MD,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Contact your local Ford,,,,,,,MD,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Ford Licensed Accessories,,,,,,,MD,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Contact your Ford,,,,,,,MD,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
or from Ford Racing,,,,,,,MD,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
please contact the Ford Racing Techline at,,,,,,,MD,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Waldorf Ford,,,,,,,MD,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Banister Ford of Marlow Heights,,,,,,,MD,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Ourisman Ford of Alexandria,,,,,,,MD,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Upper Marlboro Ford,,,,,,,MD,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Sheehy Ford of Springfield Inc,,,,,,,MD,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Koons Ford of Annapolis,,,,,,,MD,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
DARCARS Ford,,,,,,,MD,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Robin Ford,,,,,,,PA,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Ford makes no warranties,,,,,,,PA,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Ford reserves the right to change product specifications,,,,,,,PA,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
An activated vehicle modem and the Ford app,,,,,,,PA,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Contact your local Ford,,,,,,,PA,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Ford Licensed Accessories,,,,,,,PA,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Contact your Ford,,,,,,,PA,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
or from Ford Racing,,,,,,,PA,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
please contact the Ford Racing Techline at,,,,,,,PA,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Owners can log in to the Ford app,,,,,,,PA,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Allegheny Ford Truck Sales,,,,,,,PA,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Kenny Ross Ford South,,,,,,,PA,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Shults Ford Harmarville,,,,,,,PA,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Shults Ford South,,,,,,,PA,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
1 Cochran Ford Monroeville,,,,,,,PA,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Haldeman Ford,,,,,,,PA,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Bethlehem Ford,,,,,,,PA,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Koch 33 Ford,,,,,,,PA,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Nazareth Ford,,,,,,,PA,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Fred Beans Ford of Mechanicsburg,,,,,,,PA,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Bob Ruth Ford,,,,,,,PA,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Heritage Ford,,,,,,,VT,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Riley Ford Inc,,,,,,,VT,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Nucar Ford of Saint Albans,,,,,,,VT,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Ford makes no warranties,,,,,,,VT,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Ford reserves the right to change product specifications,,,,,,,VT,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
An activated vehicle modem and the Ford app,,,,,,,VT,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Contact your local Ford,,,,,,,VT,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Ford Licensed Accessories,,,,,,,VT,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Contact your Ford,,,,,,,VT,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
or from Ford Racing,,,,,,,VT,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
please contact the Ford Racing Techline at,,,,,,,VT,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Owners can log in to the Ford app,,,,,,,VT,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
s Ford Westminster,,,,,,,VT,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Ford of Greenfield,,,,,,,VT,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
AutoFair Ford,,,,,,,NH,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Unique Ford,,,,,,,NH,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Ford of Londonderry,,,,,,,NH,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Grappone Ford,,,,,,,NH,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Best Ford,,,,,,,NH,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Ford makes no warranties,,,,,,,NH,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Ford reserves the right to change product specifications,,,,,,,NH,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
An activated vehicle modem and the Ford app,,,,,,,NH,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Contact your local Ford,,,,,,,NH,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Ford Licensed Accessories,,,,,,,NH,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Contact your Ford,,,,,,,NH,Ford,,,,,,Browserbase_OEM_Ford,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
